gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,NumServices,AvgMonthlyRevenue,ContractMonths,HighValue,Cluster,PCA1,PCA2,silhouette,TSNE1,TSNE2,MonthlyBin,LTV,TotalRevenue
Male,No,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95,3605.6,No,3,94.88421053,12,1,0,1.967281047,-0.325546531,0.015689579,12.858639,-8.209556,"(94.25, 118.75]",1140,3605.6
Female,Yes,Yes,No,66,No,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),45.55,3027.25,No,3,45.86742424,12,0,0,0.570539714,1.186179098,0.010236075,-0.31869486,36.85113,"(25.05, 58.83]",546.6,3027.25
Male,No,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110,7611.85,Yes,5,111.9389706,24,1,0,5.095463388,1.568466932,0.260433775,52.944405,34.145638,"(94.25, 118.75]",2640,7611.85
Male,No,No,No,5,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,100.2,No,0,20.04,1,0,1,-3.874237262,-0.328543329,0.142431173,-15.573313,19.938757,"(18.249, 25.05]",24.3,100.2
Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.15,7303.05,No,4,101.43125,12,1,0,4.11893489,0.054748323,0.155313201,23.36551,-1.3999726,"(94.25, 118.75]",1249.8,7303.05
Female,No,No,No,32,No,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,30.15,927.65,No,1,28.9890625,12,0,1,-2.610302241,1.054845096,0.135474167,-5.767537,18.666,"(25.05, 58.83]",361.8,927.65
Male,No,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.35,3921.3,No,2,91.19302326,12,1,2,1.053220832,-0.620354925,0.055337562,8.157162,10.342039,"(94.25, 118.75]",1132.2,3921.3
Male,No,Yes,Yes,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.4,1363.25,No,0,18.93402778,24,0,1,-2.659344389,3.957725735,0.316200728,-6.01204,71.58164,"(18.249, 25.05]",465.6,1363.25
Male,No,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,Yes,3,95.25272727,1,1,0,2.632264715,-1.358248816,-0.038989968,-16.790987,-33.25647,"(94.25, 118.75]",96.75,5238.9
Female,No,No,No,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),57.95,3042.25,No,3,58.50480769,12,0,0,0.392108356,1.683564659,0.024832636,23.151081,8.681467,"(25.05, 58.83]",695.4,3042.25
Female,No,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,3954.1,No,3,91.95581395,1,1,2,1.828164775,-2.076530373,0.140201419,9.775965,-56.573727,"(79.1, 94.25]",91.65,3954.1
Female,Yes,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,Yes,0,77.51756757,1,1,2,0.019964642,-2.47732014,0.231364668,33.17892,-47.063614,"(58.83, 79.1]",76.5,2868.15
Female,No,Yes,Yes,64,No,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,3423.5,No,4,53.4921875,24,0,0,1.759569651,2.364612032,0.091738519,15.243156,32.16934,"(25.05, 58.83]",1310.4,3423.5
Male,No,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,No,3,82.8,1,1,2,0.646555332,-1.364904732,0.167466397,-22.130083,-27.061405,"(79.1, 94.25]",89.85,248.4
Female,No,No,No,36,No,No,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,1126.35,No,1,31.2875,24,0,1,-1.951835521,2.141032416,0.130263411,10.71035,40.257454,"(25.05, 58.83]",745.2,1126.35
Female,No,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,Yes,3,106.465,1,1,2,1.908542201,-2.06128644,0.14286586,3.2925642,-39.527473,"(94.25, 118.75]",100.25,1064.65
Female,No,No,No,41,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.65,835.15,No,0,20.3695122,24,0,1,-3.652372829,2.447762135,0.354158185,-38.32009,46.36372,"(18.249, 25.05]",495.6,835.15
Male,No,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,No,2,79.68888889,1,1,2,1.000820338,-0.236118547,0.094490804,5.907682,-22.84707,"(79.1, 94.25]",85.2,2151.6
Female,No,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,No,3,98.49017857,12,1,0,3.160675743,0.449657634,0.124151289,33.328056,7.8803887,"(94.25, 118.75]",1197.6,5515.45
Female,No,No,No,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.7,112.75,No,0,18.79166667,1,0,1,-4.428423141,0.009271611,0.311493152,-68.94123,-5.220349,"(18.249, 25.05]",20.7,112.75
Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,Yes,0,76.51666667,1,1,2,-1.062976581,-3.05498223,0.252091822,-39.26547,-36.797394,"(58.83, 79.1]",74.4,229.55
Female,No,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,No,1,50.05,1,0,1,-2.35601892,0.406112897,0.098382651,-9.437109,6.6237526,"(25.05, 58.83]",50.7,350.35
Female,No,Yes,Yes,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.85,62.9,No,0,15.725,1,0,1,-4.308901936,0.863815805,0.315516289,-56.398926,-0.4063251,"(18.249, 25.05]",20.85,62.9
Male,No,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,No,3,91.7469697,24,1,0,1.77095299,0.086324802,-0.017985879,56.758747,20.189411,"(79.1, 94.25]",2134.8,3027.65
Female,Yes,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,Yes,1,79.09259259,1,1,2,0.360864528,-2.870933648,0.264004281,37.02261,-46.966885,"(58.83, 79.1]",78.05,2135.5
Male,No,Yes,No,72,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),23.55,1723.95,No,0,23.94375,24,0,1,-2.013653065,2.63714024,0.254042154,-19.433052,58.48453,"(18.249, 25.05]",565.2,1723.95
Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.75,19.75,No,0,19.75,1,0,1,-4.495683068,-0.05415432,0.31086824,-59.52228,-31.239473,"(18.249, 25.05]",19.75,19.75
Male,Yes,No,No,71,No,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,No,4,56.13169014,12,0,0,1.7313042,-0.068230824,0.009678245,0.03304056,38.98414,"(25.05, 58.83]",677.4,3985.35
Female,No,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,No,1,93.51153846,1,1,2,0.205035872,-3.062009878,0.299843415,8.114205,-64.26982,"(79.1, 94.25]",85.95,1215.65
Female,No,Yes,Yes,25,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,Yes,5,60.106,1,0,0,1.574213456,0.942034286,0.019588543,-1.4320726,28.68497,"(25.05, 58.83]",58.6,1502.65
Male,No,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,No,1,48.65820896,24,0,1,-0.852753384,2.283003027,0.117405732,31.755934,28.571037,"(25.05, 58.83]",1213.2,3260.1
Male,No,No,No,1,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,Yes,1,35.45,1,0,2,-2.164331553,-1.797619973,0.08317434,-12.757322,34.470963,"(25.05, 58.83]",35.45,35.45
Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,Yes,0,40.625,1,0,2,-2.855083891,-1.669392549,0.021074499,-39.68428,-26.164785,"(25.05, 58.83]",44.35,81.25
Female,No,No,No,43,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.7,1188.2,No,0,27.63255814,24,0,1,-2.30790969,2.171536815,0.237327558,-3.6281478,58.66939,"(25.05, 58.83]",616.8,1188.2
Female,No,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75,1778.5,No,1,77.32608696,1,1,2,-0.584910659,-1.627009072,0.192858406,-2.3807294,-49.12091,"(58.83, 79.1]",75,1778.5
Female,No,Yes,Yes,64,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.2,1277.75,No,0,19.96484375,24,0,1,-3.229236415,3.648770889,0.35955747,-47.089825,43.103973,"(18.249, 25.05]",484.8,1277.75
Male,No,No,Yes,57,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.6,1170.55,No,0,20.53596491,24,0,1,-3.261995256,2.784912562,0.322244941,-34.50879,60.11103,"(18.249, 25.05]",470.4,1170.55
Female,Yes,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,0,70.45,1,1,2,-1.702037699,-2.154438372,0.110328626,-8.01576,-10.397138,"(58.83, 79.1]",70.45,70.45
Female,Yes,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,No,6,89.24513889,24,1,0,4.940578315,3.193193037,0.268329438,49.248127,49.851986,"(79.1, 94.25]",2113.2,6425.65
Female,No,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,Yes,3,70.45625,1,1,2,0.156699065,-1.224390113,0.178362547,1.6287214,-59.021873,"(58.83, 79.1]",71.15,563.65
Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,No,3,97.88934426,24,1,0,3.279935645,0.901874354,0.141668937,56.187042,26.41943,"(94.25, 118.75]",2425.2,5971.25
Male,No,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,No,2,82.64140625,12,1,0,1.742590366,0.270395325,0.02762547,24.092606,12.640779,"(79.1, 94.25]",1011.6,5289.05
Male,Yes,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),23.95,1756.2,No,0,24.73521127,24,0,1,-2.053998755,2.575777557,0.231079224,-15.207172,58.40534,"(18.249, 25.05]",574.8,1756.2
Female,No,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,No,4,98.71846154,24,1,0,3.930909689,2.641251408,0.222511893,39.614227,54.438164,"(94.25, 118.75]",2377.2,6416.7
Male,No,No,No,3,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.6,61.35,No,0,20.45,12,0,1,-4.280801817,0.665679436,0.319312584,-63.271088,28.91333,"(18.249, 25.05]",235.2,61.35
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,0,45.65,1,0,2,-2.557288804,-2.099170219,0.091315314,-40.468025,-26.940252,"(25.05, 58.83]",45.65,45.65
Male,No,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,No,3,64.33166667,12,0,0,0.357360409,1.09932479,-0.011358742,22.760088,15.928926,"(58.83, 79.1]",774,1929.95
Male,No,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,No,4,71.42666667,1,0,2,0.566468146,0.310018184,0.064055098,-15.725547,0.9556482,"(58.83, 79.1]",69.5,1071.4
Female,No,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,No,3,70.54375,1,0,2,0.325271626,-1.069967344,0.175597798,0.5024379,-41.60906,"(58.83, 79.1]",68.55,564.35
Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95,655.5,Yes,2,93.64285714,1,1,2,0.138645391,-2.029730329,0.191077859,-17.79608,-4.9105563,"(94.25, 118.75]",95,655.5
Female,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,No,5,113.2935714,12,1,0,5.068679492,1.211737881,0.237556475,34.362988,7.193234,"(94.25, 118.75]",1297.8,7930.55
Male,No,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,No,6,84.11693548,24,1,0,3.764382967,2.850779166,0.232908526,44.41974,32.88187,"(79.1, 94.25]",2066.4,5215.25
Female,No,Yes,Yes,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.7,113.5,No,0,18.91666667,1,0,1,-4.262329151,0.881026812,0.315997568,-56.384426,-0.29618314,"(18.249, 25.05]",19.7,113.5
Female,No,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,No,1,82.34285714,1,1,2,-0.292684659,-1.390994813,0.17741228,1.5893985,-36.508865,"(79.1, 94.25]",80.9,1152.8
Female,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,No,1,82.81590909,1,1,2,0.111040116,-2.189753651,0.246560204,-0.09047561,-50.888477,"(79.1, 94.25]",84.15,1821.95
Male,No,Yes,Yes,22,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.15,419.9,No,0,19.08636364,12,0,1,-3.902762964,1.808620026,0.339607024,-54.55139,25.71714,"(18.249, 25.05]",241.8,419.9
Male,No,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024,No,3,64,24,0,0,-0.134643761,2.529365278,-0.057939744,37.820843,27.89992,"(58.83, 79.1]",1542,1024
Male,No,No,No,10,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.7,251.6,No,0,25.16,24,0,1,-3.135620712,1.687577822,0.277415757,-20.95818,54.885323,"(25.05, 58.83]",616.8,251.6
Female,No,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56,764.55,No,2,58.81153846,1,0,2,-0.899420817,-1.023586033,0.129355659,-8.023864,-53.05844,"(25.05, 58.83]",56,764.55
Female,No,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,Yes,1,79.6175,1,1,2,-0.089251594,-1.662037422,0.202402368,-3.5997796,-56.647755,"(79.1, 94.25]",82.4,1592.35
Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,No,0,67.6,1,0,2,-1.601928573,-2.943735675,0.227637916,-7.80383,-64.20774,"(58.83, 79.1]",69.7,135.2
Male,No,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,No,4,74.68396226,24,1,0,2.327508465,1.770409561,0.134522512,45.125565,26.950623,"(58.83, 79.1]",1773.6,3958.25
Female,No,Yes,Yes,11,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.6,233.9,No,0,21.26363636,12,0,1,-3.980931325,1.62900652,0.331262855,-58.56827,14.623757,"(18.249, 25.05]",247.2,233.9
Male,No,Yes,No,69,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.9,1363.45,No,0,19.76014493,24,0,1,-3.181088341,3.261905953,0.345950203,-33.56276,59.41995,"(18.249, 25.05]",477.6,1363.45
Female,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273,Yes,0,68.25,1,1,2,-1.660141902,-2.277794246,0.172434589,-3.104891,-51.827423,"(58.83, 79.1]",70.9,273
Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,No,6,86.86736111,24,1,0,4.572915061,2.759102616,0.287846807,45.665455,29.512274,"(79.1, 94.25]",2137.2,6254.45
Male,Yes,Yes,No,58,No,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,Yes,3,45.71034483,1,0,2,0.604859392,-0.641406975,0.100367794,-1.3062558,40.800922,"(25.05, 58.83]",45.3,2651.2
Female,No,Yes,Yes,16,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,20.4,321.4,No,0,20.0875,1,0,1,-3.626712675,0.163528577,0.215499522,-44.49759,-9.941288,"(18.249, 25.05]",20.4,321.4
Male,No,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,No,3,82.30813953,12,1,0,1.633371689,0.361446034,0.027794281,13.332156,-4.167115,"(79.1, 94.25]",1011,3539.25
Female,No,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,Yes,4,121.4,1,1,2,2.674326406,-2.593446569,0.11562684,11.791319,-52.391415,"(94.25, 118.75]",104.4,242.8
Male,No,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,No,5,84.41071429,24,1,0,1.702717091,1.97173418,0.093386193,40.42694,21.58769,"(79.1, 94.25]",1966.8,1181.75
Female,No,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,Yes,3,94.34339623,12,1,0,2.458648039,-0.371775306,0.05283688,26.425732,-5.8896494,"(94.25, 118.75]",1138.2,5000.2
Female,No,No,No,32,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.55,654.55,No,0,20.4546875,12,0,1,-3.543673245,0.860761917,0.291521073,-49.553635,10.737308,"(18.249, 25.05]",246.6,654.55
Female,No,Yes,No,34,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.7,780.2,No,0,22.94705882,1,0,1,-2.94126143,-0.139396125,0.165298245,-47.213646,-10.1078415,"(18.249, 25.05]",24.7,780.2
Female,Yes,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,Yes,0,76.38,1,1,2,-1.131620505,-2.411481797,0.151147857,-7.786727,-10.153389,"(58.83, 79.1]",74.45,1145.7
Female,Yes,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Yes,1,71.94285714,1,1,2,-0.992444536,-1.943866513,0.157846398,29.891937,-49.22612,"(58.83, 79.1]",76.45,503.6
Female,No,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,No,4,103.95,1,1,0,2.694857054,-1.337448598,-0.037263935,5.153738,-36.60954,"(94.25, 118.75]",105.35,1559.25
Male,No,Yes,No,61,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20.55,1252,No,0,20.52459016,12,0,1,-2.660714665,1.697095088,0.238858869,-38.61594,15.744263,"(18.249, 25.05]",246.6,1252
Female,No,No,No,1,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Yes,1,29.95,1,0,1,-2.710711963,-0.523808142,0.03542245,-11.370992,43.01084,"(25.05, 58.83]",29.95,29.95
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,No,0,45.3,1,0,1,-3.295106967,-0.876338318,0.119700056,-2.7160146,2.3504593,"(25.05, 58.83]",45.3,45.3
Male,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Yes,1,82.83125,1,1,2,-0.417624299,-2.066862619,0.203579939,-16.004728,-19.221329,"(79.1, 94.25]",84.5,662.65
Male,No,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,No,4,74.34242424,12,1,0,1.504424691,1.630217889,0.083862723,27.822372,16.836164,"(58.83, 79.1]",897,2453.3
Female,No,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,Yes,2,85.51153846,1,1,2,0.250999526,-2.521778568,0.272183493,3.7809284,-61.748642,"(79.1, 94.25]",79.25,1111.65
Female,No,Yes,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,0,24.8,1,0,2,-2.919468557,-1.25447888,0.005026055,-11.9669,40.010605,"(18.249, 25.05]",24.8,24.8
Male,No,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,No,1,51.1925,1,0,2,-1.99332889,-0.831619227,0.001562789,-25.59156,4.3834157,"(25.05, 58.83]",51.8,1023.85
Male,No,No,No,3,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,No,1,27.38333333,1,0,2,-2.641855126,-0.900019516,0.004385748,-13.405681,33.126053,"(25.05, 58.83]",30.4,82.15
Female,No,No,No,13,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,19.65,244.8,No,0,18.83076923,12,0,1,-3.675018616,-0.040747932,0.223895299,-47.447197,11.546115,"(18.249, 25.05]",235.8,244.8
Female,No,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,No,1,59.4775,1,0,2,-0.630132192,0.333207606,0.0269066,13.235431,-32.13825,"(25.05, 58.83]",56.6,2379.1
Male,No,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,No,3,73.79883721,12,1,0,1.477112254,1.611396899,0.074905612,25.472761,16.342299,"(58.83, 79.1]",862.8,3173.35
Male,No,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91,531,Yes,3,88.5,1,1,2,1.165367172,-2.362480372,0.205915404,-21.594606,-32.889988,"(79.1, 94.25]",91,531
Female,No,Yes,Yes,69,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.75,1375.4,No,0,19.93333333,24,0,1,-2.792823949,3.514413954,0.333506632,-30.805523,35.279278,"(18.249, 25.05]",474,1375.4
Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,No,5,112.9069444,24,1,0,5.061032983,2.869340751,0.267860824,39.203396,55.63334,"(94.25, 118.75]",2632.8,8129.3
Male,No,Yes,Yes,59,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.3,1192.7,No,0,20.21525424,24,0,1,-2.780254356,3.769984426,0.322446854,-6.4152455,71.522736,"(18.249, 25.05]",463.2,1192.7
Female,No,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,No,4,95.0825,1,1,2,2.098986514,-1.608336468,0.099122519,0.073390715,-56.555836,"(94.25, 118.75]",96.55,1901.65
Male,No,Yes,Yes,24,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.1,587.4,No,0,24.475,24,0,1,-2.578790134,2.396900729,0.270891988,-22.226206,64.72321,"(18.249, 25.05]",578.4,587.4
Male,No,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,No,5,110.5042373,1,1,0,4.431937548,-1.606582157,0.086532112,-17.302515,-38.623978,"(94.25, 118.75]",111.35,6519.75
Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,No,5,111.6895833,24,1,0,5.200816663,2.107193173,0.269849242,46.977955,36.9004,"(94.25, 118.75]",2694,8041.65
Male,No,No,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.75,20.75,No,0,20.75,1,0,1,-4.484508289,0.402606567,0.309244542,-59.500645,-17.721498,"(18.249, 25.05]",20.75,20.75
Female,No,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,No,4,99.30185185,12,1,0,2.660668127,0.006189727,0.063886849,30.32307,6.6566005,"(94.25, 118.75]",1222.8,2681.15
Female,No,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,No,2,79.45,1,1,2,0.14315203,-1.262936138,0.189925143,15.8107605,-31.359095,"(79.1, 94.25]",80.05,1112.3
Male,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,No,4,104.3028169,24,1,0,4.139342224,1.687381456,0.195742821,48.286324,35.657726,"(94.25, 118.75]",2533.2,7405.5
Male,No,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,No,1,79.53461538,1,1,2,-0.441649051,-1.384161664,0.159995773,3.0426226,-21.795378,"(58.83, 79.1]",78.3,1033.95
Male,No,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,No,0,67.24886364,1,0,2,-1.094780666,-0.778595285,0.07655521,0.6319322,-20.101454,"(58.83, 79.1]",68.85,2958.95
Female,No,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,No,2,81.35909091,12,1,2,0.594107954,-0.611756891,0.105123276,10.955714,2.094647,"(79.1, 94.25]",959.4,2684.85
